Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls_90;Ast_90;G+A_90;G-PK_90;G+A-PK_90;xG_90;xAG_90;xG+xAG_90;npxG_90;npxG+xAG_90
Samuel Bamba;de GER;FW,MF;Bochum;de Bundesliga;20;2004;5;0;27;0.3;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;3;5;8;0.00;0.00;0.00;0.00;0.00;0.35;0.10;0.45;0.35;0.45
Lameck Banda;zm ZAM;FW,MF;Lecce;it Serie A;23;2001;15;6;610;6.8;0;1;1;0;0;0;1;0;1.2;1.2;1.1;2.3;27;7;46;0.00;0.15;0.15;0.00;0.15;0.18;0.16;0.34;0.18;0.34
Daniel Bandeira;pt POR;MF;Hellas Verona;it Serie A;24;2000;11;4;407;4.5;0;0;0;0;0;0;1;0;0.0;0.0;0.1;0.2;1;25;4;0.00;0.00;0.00;0.00;0.00;0.01;0.03;0.04;0.01;0.04
Mattia Bani;it ITA;DF;Genoa;it Serie A;30;1993;20;19;1507;16.7;0;0;0;0;0;0;3;0;1.2;1.2;0.2;1.4;6;25;3;0.00;0.00;0.00;0.00;0.00;0.07;0.01;0.08;0.07;0.08
Noahkai Banks;us USA;DF;Augsburg;de Bundesliga;17;2006;8;2;278;3.1;0;0;0;0;0;0;2;0;0.1;0.1;0.0;0.1;2;8;3;0.00;0.00;0.00;0.00;0.00;0.02;0.00;0.02;0.02;0.02
Scott Banks;sct SCO;FW,MF;St. Pauli;de Bundesliga;22;2001;12;0;116;1.3;0;0;0;0;0;0;1;0;0.3;0.3;0.0;0.3;3;1;8;0.00;0.00;0.00;0.00;0.00;0.22;0.00;0.22;0.22;0.22
Adrian Baquerin;es ESP;FW;Valladolid;es La Liga;17;2007;5;0;49;0.5;0;0;0;0;0;0;0;0;0.4;0.4;0.0;0.4;0;1;0;0.00;0.00;0.00;0.00;0.00;0.71;0.00;0.71;0.71;0.71
Antonín Barák;cz CZE;MF;Fiorentina;it Serie A;29;1994;1;1;54;0.6;0;0;0;0;0;0;0;0;0.1;0.1;0.3;0.4;2;2;5;0.00;0.00;0.00;0.00;0.00;0.13;0.47;0.60;0.13;0.60
Federico Barba;it ITA;DF;Como;it Serie A;30;1993;7;5;431;4.8;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;5;25;5;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.04;0.04;0.04
Valentín Barco;ar ARG;DF,FW;Sevilla;es La Liga;20;2004;7;3;288;3.2;0;0;0;0;0;0;0;0;0.3;0.3;0.6;0.9;4;13;13;0.00;0.00;0.00;0.00;0.00;0.09;0.20;0.28;0.09;0.28
Valentín Barco;ar ARG;MF,DF;Strasbourg;fr Ligue 1;20;2004;14;14;1157;12.9;0;2;2;0;0;0;2;0;0.5;0.5;1.5;2.0;20;64;55;0.00;0.16;0.16;0.00;0.16;0.04;0.11;0.15;0.04;0.15
Bradley Barcola;fr FRA;FW;Paris S-G;fr Ligue 1;21;2002;34;27;2181;24.2;14;10;24;14;0;0;2;0;13.4;13.4;10.1;23.5;137;96;374;0.58;0.41;0.99;0.58;0.99;0.55;0.42;0.97;0.55;0.97
Melvin Bard;fr FRA;DF,MF;Nice;fr Ligue 1;23;2000;24;22;1938;21.5;2;1;3;2;0;0;4;2;2.2;2.2;1.9;4.1;53;88;95;0.09;0.05;0.14;0.09;0.14;0.10;0.09;0.19;0.10;0.19
Nicolò Barella;it ITA;MF;Inter;it Serie A;27;1997;33;29;2493;27.7;3;6;9;3;0;0;4;0;2.2;2.2;4.5;6.7;63;235;133;0.11;0.22;0.32;0.11;0.32;0.08;0.16;0.24;0.08;0.24
Gabriel Bares;ch SUI;MF,DF;Montpellier;fr Ligue 1;23;2000;6;0;56;0.6;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Borna Barišić;hr CRO;DF;Leganés;es La Liga;31;1992;1;1;9;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Téo Barisic;fr FRA;DF;Lyon;fr Ligue 1;19;2004;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Kike Barja;es ESP;FW,MF;Osasuna;es La Liga;27;1997;15;3;315;3.5;0;1;1;0;0;0;3;0;0.2;0.2;1.2;1.4;22;4;39;0.00;0.29;0.29;0.00;0.29;0.05;0.34;0.39;0.05;0.39
Ross Barkley;eng ENG;MF;Aston Villa;eng Premier League;30;1993;20;3;581;6.5;3;1;4;3;0;0;3;0;1.8;1.8;0.6;2.4;15;36;10;0.46;0.15;0.62;0.46;0.62;0.27;0.10;0.37;0.27;0.37
Aymen Barkok;ma MAR;MF;Mainz 05;de Bundesliga;26;1998;4;0;73;0.8;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;2;5;6;0.00;0.00;0.00;0.00;0.00;0.00;0.17;0.17;0.00;0.17
Harvey Barnes;eng ENG;FW;Newcastle Utd;eng Premier League;26;1997;33;17;1755;19.5;9;4;13;9;0;0;0;0;7.2;7.2;4.0;11.2;93;83;192;0.46;0.21;0.67;0.46;0.67;0.37;0.20;0.57;0.37;0.57
Enzo Barrenechea;ar ARG;MF;Valencia;es La Liga;23;2001;30;26;2191;24.3;1;2;3;1;0;0;6;0;1.3;1.3;0.9;2.3;21;126;16;0.04;0.08;0.12;0.04;0.12;0.05;0.04;0.09;0.05;0.09
Ander Barrenetxea;es ESP;MF,FW;Real Sociedad;es La Liga;22;2001;30;14;1263;14.0;1;3;4;1;0;0;6;0;1.6;1.6;1.9;3.6;43;48;152;0.07;0.21;0.29;0.07;0.29;0.12;0.14;0.26;0.12;0.26
Pablo Barrios;es ESP;MF;Atlético Madrid;es La Liga;21;2003;31;28;2330;25.9;1;4;5;1;0;0;4;1;1.3;1.3;2.4;3.7;29;142;69;0.04;0.15;0.19;0.04;0.19;0.05;0.09;0.14;0.05;0.14
Thierno Barry;fr FRA;FW;Villarreal;es La Liga;21;2002;35;25;2323;25.8;11;4;15;10;1;1;4;0;12.5;11.7;2.9;14.6;44;27;124;0.43;0.15;0.58;0.39;0.54;0.48;0.11;0.60;0.45;0.57
Davide Bartesaghi;it ITA;DF;Milan;it Serie A;18;2005;4;1;118;1.3;0;0;0;0;0;0;0;1;0.0;0.0;0.1;0.1;2;2;17;0.00;0.00;0.00;0.00;0.00;0.01;0.08;0.09;0.01;0.09
Marc Bartra;es ESP;DF;Betis;es La Liga;33;1991;25;23;2099;23.3;2;1;3;2;0;0;2;0;1.2;1.2;0.2;1.4;7;68;1;0.09;0.04;0.13;0.09;0.13;0.05;0.01;0.06;0.05;0.06
Federico Baschirotto;it ITA;DF;Lecce;it Serie A;27;1996;38;38;3420;38.0;2;0;2;2;0;0;3;0;1.2;1.2;0.2;1.4;13;71;5;0.05;0.00;0.05;0.05;0.05;0.03;0.00;0.04;0.03;0.04
Daniele Baselli;it ITA;MF;Como;it Serie A;32;1992;2;1;22;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;2;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Calvin Bassey;ng NGA;DF;Fulham;eng Premier League;24;1999;35;34;3074;34.2;1;0;1;1;0;0;7;0;1.0;1.0;0.1;1.2;39;116;15;0.03;0.00;0.03;0.03;0.03;0.03;0.00;0.03;0.03;0.03
Aboubacar Bassinga;ci CIV;MF;Las Palmas;es La Liga;19;2005;1;0;4;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Alessandro Bastoni;it ITA;DF;Inter;it Serie A;25;1999;33;31;2401;26.7;1;5;6;1;0;0;6;1;0.8;0.8;2.3;3.2;62;162;83;0.04;0.19;0.22;0.04;0.22;0.03;0.09;0.12;0.03;0.12
Augusto Batalla;ar ARG;GK;Rayo Vallecano;es La Liga;28;1996;32;32;2880;32.0;0;0;0;0;0;0;6;0;0.0;0.0;0.0;0.0;0;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Michy Batshuayi;be BEL;FW;Eint Frankfurt;de Bundesliga;30;1993;10;3;300;3.3;3;0;3;3;0;0;2;0;1.2;1.2;0.0;1.3;3;8;15;0.90;0.00;0.90;0.90;0.90;0.36;0.01;0.38;0.36;0.38
Dylan Batubinsika;cd COD;DF;Saint-Étienne;fr Ligue 1;28;1996;25;22;2016;22.4;1;0;1;1;0;0;3;1;0.8;0.8;0.2;1.0;11;51;1;0.04;0.00;0.04;0.04;0.04;0.04;0.01;0.04;0.04;0.04
Maximilian Bauer;de GER;DF;Augsburg;de Bundesliga;24;2000;11;8;658;7.3;0;0;0;0;0;0;1;0;0.2;0.2;0.1;0.3;4;30;7;0.00;0.00;0.00;0.00;0.00;0.02;0.01;0.04;0.02;0.04
Oliver Baumann;de GER;GK;Hoffenheim;de Bundesliga;34;1990;28;28;2520;28.0;0;0;0;0;0;0;1;0;0.0;0.0;1.0;1.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03
Christoph Baumgartner;at AUT;MF;RB Leipzig;de Bundesliga;24;1999;31;18;1610;17.9;2;1;3;2;0;0;5;0;4.5;4.5;1.3;5.8;37;53;95;0.11;0.06;0.17;0.11;0.17;0.25;0.07;0.33;0.25;0.33
Rafael Bauza;es ESP;MF;Espanyol;es La Liga;19;2005;5;2;183;2.0;0;0;0;0;0;0;1;0;0.1;0.1;0.0;0.1;1;7;3;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.04;0.04;0.04
Altay Bayındır;tr TUR;GK;Manchester Utd;eng Premier League;26;1998;4;4;360;4.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Ihlas Bebou;tg TOG;MF;Hoffenheim;de Bundesliga;30;1994;1;0;9;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Adrian Beck;de GER;MF,FW;Heidenheim;de Bundesliga;27;1997;32;18;1598;17.8;4;1;5;4;0;0;1;0;3.3;3.3;1.2;4.5;37;69;83;0.23;0.06;0.28;0.23;0.28;0.18;0.07;0.25;0.18;0.25
Sheraldo Becker;sr SUR;FW,MF;Real Sociedad;es La Liga;29;1995;22;11;995;11.1;2;1;3;2;0;0;1;1;2.0;2.0;2.0;4.0;51;23;110;0.18;0.09;0.27;0.18;0.27;0.18;0.18;0.36;0.18;0.36
Timo Becker;de GER;DF;Holstein Kiel;de Bundesliga;27;1997;30;28;2445;27.2;0;2;2;0;0;0;2;0;1.4;1.4;0.8;2.2;28;57;38;0.00;0.07;0.07;0.00;0.07;0.05;0.03;0.08;0.05;0.08
Jan Bednarek;pl POL;DF;Southampton;eng Premier League;28;1996;30;30;2531;28.1;2;0;2;2;0;0;7;0;0.7;0.7;0.5;1.2;5;60;2;0.07;0.00;0.07;0.07;0.07;0.02;0.02;0.04;0.02;0.04
Donny van de Beek;nl NED;MF;Girona;es La Liga;27;1997;26;16;1421;15.8;2;2;4;2;0;0;5;0;1.5;1.5;3.2;4.7;17;45;85;0.13;0.13;0.25;0.13;0.25;0.10;0.21;0.30;0.09;0.30
Hannes Behrens;de GER;DF;Hoffenheim;de Bundesliga;;;1;0;29;0.3;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;7;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Kevin Behrens;de GER;FW;Wolfsburg;de Bundesliga;33;1991;18;0;170;1.9;1;0;1;1;0;0;2;0;2.3;2.3;0.1;2.4;2;4;18;0.53;0.00;0.53;0.53;0.53;1.24;0.06;1.30;1.24;1.30
Maximilian Beier;de GER;FW,MF;Dortmund;de Bundesliga;21;2002;29;17;1591;17.7;8;5;13;8;0;0;2;0;7.7;7.7;3.3;11.0;24;33;124;0.45;0.28;0.74;0.45;0.74;0.44;0.19;0.62;0.44;0.62
Luken Beitia;es ESP;DF;Real Sociedad;es La Liga;20;2004;1;0;8;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Ismael Bekhoucha;ma MAR;MF,DF;Getafe;es La Liga;19;2004;5;0;69;0.8;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.0;1;1;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Reda Belahyane;ma MAR;MF;Hellas Verona;it Serie A;20;2004;22;17;1658;18.4;0;2;2;0;0;0;6;1;0.2;0.2;1.0;1.3;22;73;13;0.00;0.11;0.11;0.00;0.11;0.01;0.06;0.07;0.01;0.07
Reda Belahyane;ma MAR;MF;Lazio;it Serie A;20;2004;6;1;198;2.2;0;0;0;0;0;0;0;1;0.0;0.0;0.0;0.0;4;10;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Haris Belkebla;dz ALG;MF;Angers;fr Ligue 1;30;1994;22;21;1792;19.9;0;1;1;0;0;0;1;0;0.1;0.1;0.9;1.0;8;69;15;0.00;0.05;0.05;0.00;0.05;0.00;0.05;0.05;0.00;0.05
